Job Title,Company Name,Exp,Location,Skills,Functional Areas,rating,Vacancy,Employment Type,companyId
React Native Developer - Javascript Object Model (2-6 yrs),Careator Technologies,2-6 years,Careator Technologies,,,4.7,,,9750
R-Shiny Developer with Statistics Background,Agreeya Solutions India Private Limited,4-7 years,Hyderabad/Secunderabad,",SQL,Python,Data analysis,Javascript,HTML,Computer science,MIS,Operations research,RDBMS,Programming",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9751
React Native Developer - Javascript Object Model (3-4 yrs),Careator Technologies Pvt Ltd,3-4 years,Careator Technologies,",React Native,RESTful API,Webpack,Code Versioning Tools,React.js,Javascript",Software/Testing/Networking,4.7,,,9752
.Net Core Developer - Microsoft Technologies (3-7 yrs),Careator Technologies Pvt Ltd,3-7 years,Careator Technologies,",.Net,.Net Core,C#,WebAPI,OOAD,System Integration",,4.7,,,9753
RPA Developer - Automation Anywhere,Agreeya Solutions India Private Limited,1-5 years,Bengaluru/Bangalore,",Project management,Python,Workflow,Coding,Integration testing,User acceptance testing",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9754
RPA Developer - Blue Prisim,Agreeya Solutions India Private Limited,4-5 years,Bengaluru/Bangalore,",Project management,Python,Workflow,Coding,Integration testing,User acceptance testing",,2.7,,,9755
Dot Net Angular Developer,Agreeya Solutions India Private Limited,7-10 years,Noida,",Project management,Auditing,Coding,Underwriting,Production support,MS SQL",,2.7,,,9756
Sailpont developer,Agreeya Solutions India Private Limited,5-10 years,Bengaluru/Bangalore,",Troubleshooting,Production support,Shell scripting,Debugging,J2Ee,Programming",,2.7,,,9757
Xamarin Developer,Agreeya Solutions India Private Limited,5-7 years,Hyderabad/Secunderabad,",Javascript,Android,CSS3,Front end,Mobile applications,MS SQL",,2.7,,,9758
Backend /Middleware Developer,Agreeya Solutions India Private Limited,4-6 years,Hyderabad/Secunderabad,",Backend,SQL,XML,J2Ee,jQuery,Agile",,2.7,,,9759
Sail Point Developer,Agreeya Solutions India Private Limited,5-10 years,Hyderabad/Secunderabad,",User acceptance testing,SAIL,sailpoint,HR,Management",,2.7,,,9760
User Interface Design And Development,Agreeya Solutions India Private Limited,6-10 years,Gurgaon/Gurugram,",HTML,CSS3,UI development,User interface designing,Business process,GIT,Architecture,Javascript,html5",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9761
ReactJS Developer,Agreeya Solutions India Private Limited,1-6 years,Gurgaon/Gurugram,",Oracle,Continuous improvement,Managed services,Web services,project support,Amdocs",,2.7,,,9762
Advance Front End Development ReactJS ,Agreeya Solutions India Private Limited,3-7 years,Gurgaon/Gurugram,",SQL,microsoft,Performance testing,Agile,Unit testing,Front end",,2.7,,,9763
Salesforce Development,Agreeya Solutions India Private Limited,3-8 years,Pune,",Salesforce,Relationship management,Customer management,Application Lead,Manager Technology,Analytics",,2.7,,,9764
Java Full Stack Development ,Agreeya Solutions India Private Limited,7-12 years,Gurgaon/Gurugram,",SQL,Oracle,Core Java,Application development,Selenium,Unix shell scripting",,2.7,,,9765
SAP ABAP Development,Agreeya Solutions India Private Limited,4-8 years,Hyderabad/Secunderabad,",Middleware,Order management,EDI,Problem management,Business process,SAP ABAP",,2.7,,,9766
Affle India - React Native Developer - iOS/Android Platform (2-5 yrs),Affle India Ltd,2-5 years,Affle,",React Native,Redux,Webpack,iOS,Android,API Integration",Software/Testing/Networking,3.3,,,9767
SAP BW on HANA Data Modeling & Development,Agreeya Solutions India Private Limited,4-8 years,Bengaluru/Bangalore,",Data modeling,Business process,SAP BW,Manager Technology",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9768
SAP BW On HANA Data Modeling & Development,Agreeya Solutions India Private Limited,4-8 years,Gurgaon/Gurugram,",Business objects,microsoft,Data modeling,Business process,Analytical,Web intelligence",,2.7,,,9769
Any Programming Language Developer,Agreeya Solutions India Private Limited,2-6 years,Hyderabad/Secunderabad,",Java J2Ee Developer,Web technologies,SQL,WCF,Python,WPF",,2.7,,,9770
Dot Net Core Developer,Agreeya Solutions India Private Limited,2-3 years,Gurgaon/Gurugram,",Entity framework,.Net,ASP.Net MVC,MS SQL,Cloud,microservices,Web technologies",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9771
SAP ABAP Development for HANA,Agreeya Solutions India Private Limited,1-5 years,Pune,",SAP ABAP,Application Lead,Deployment",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9772
Oodles Technologies - TV App Developer - Frontend Architecture (1-3 yrs),Oodles Technologies,1-3 years,OodlesTechnologies,",Javascript,HTML,CSS,Android Tv App,Roku,Frontend Architecture",Software/Testing/Networking,2.9,,,9773
Melstar Information Technologies - Oracle APEX Developer (2-6 yrs),Melstar Information Technologies,2-6 years,Melstar Information Technologies,",Oracle Forms,PL-SQL,SQL,Oracle APEX",Software/Testing/Networking,3.1,,,9774
Java PLSQL Jasper Developer,Agreeya Solutions India Private Limited,4-9 years,Mumbai,",Coding,J2Ee,Apache,Hibernate,Scrum,Tomcat",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9775
SAP ABAP Development,Agreeya Solutions India Private Limited,4-8 years,"Pune, Hyderabad/Secunderabad",",Coding,Business process,SAP ABAP,advanced analytics,Packaging,Database",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9776
Melstar Information Technologies - Java AWS Developer - Applications Security (6-10 yrs),Melstar Information Technologies,6-10 years,,",iAM,Java,AWS,Applications Security,RESTful API",Software/Testing/Networking,3.1,,,9777
Hadoop and HBASE Developer,Agreeya Solutions India Private Limited,5-10 years,Hyderabad/Secunderabad,",SQL,Schema,Python,Object oriented programming,Agile development,Agile scrum",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9778
R-Shiny Developer with Statistics Background,Agreeya Solutions India Private Limited,4-7 years,Hyderabad/Secunderabad,",SQL,Python,Data analysis,Javascript,HTML,Computer science",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9779
RPA Developer - Blue Prisim,Agreeya Solutions India Private Limited,4-5 years,Bengaluru/Bangalore,",Project management,Python,Workflow,Coding,Integration testing,User acceptance testing",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9780
Python OCR Developer,Agreeya Solutions India Private Limited,5-8 years,Noida,",Python,Python OCR Developer,Python Developer",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9781
SAP ABAP Development for HANA,Agreeya Solutions India Private Limited,6-10 years,Bengaluru/Bangalore,",Testing tools,Data dictionary,Business strategy,SAP ABAP,Object oriented programming,Integration Architect",,2.7,,,9782
Hadoop/Talend Developer,Agreeya Solutions India Private Limited,4-8 years,Hyderabad/Secunderabad,",SQL,Performance tuning,GIT,Design development,Process compliance,big data",,2.7,,,9783
OSB-Developer,Agreeya Solutions India Private Limited,3-7 years,Bengaluru/Bangalore,",PLSQL,XSLT,Testing tools,Oracle SOA,JIRA,OSB",,2.7,,,9784
Python Node Developer,Agreeya Solutions India Private Limited,2-3 years,Gurgaon/Gurugram,",Oracle,Cloud,Javascript,jQuery,HTML,Python",,2.7,,,9785
Developers - Python,Agreeya Solutions India Private Limited,3-7 years,Noida,",Python,Javascript,HTML,MySQL,MS SQL,microsoft",,2.7,,,9786
SAP ABAP Development for HANA,Agreeya Solutions India Private Limited,4-8 years,Bengaluru/Bangalore,",SAP MM,Automation,Scrum,SRM,Procurement,Business process",,2.7,,,9787
SAP ABAP Development,Agreeya Solutions India Private Limited,4-6 years,"Pune, Gurgaon/Gurugram",",Development Manager,SAP ABAP,Workflow,Debugging,WebDynPro,Ale",,2.7,,,9788
SAP ABAP Object Oriented Development,Agreeya Solutions India Private Limited,15-18 years,Bengaluru/Bangalore,",Web services,Unit testing,Business process,Stakeholder management,SAP ABAP,Interpersonal skills",,2.7,,,9789
AWS Serverless Developer,Agreeya Solutions India Private Limited,3-7 years,Pune,",Monitoring,SDLC,Agile,Backend,HTTP,Scrum",,2.7,,,9790
Kafka Developer/Engineer:,Agreeya Solutions India Private Limited,3-7 years,Hyderabad/Secunderabad,",Management,Apache,Database,Cloud",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9791
SAP commerce cloud Hybris Development,Agreeya Solutions India Private Limited,4-5 years,"Mumbai, Bengaluru/Bangalore, Hyderabad/Secunderabad
							
								+ 1 more",",J2Ee,SAP,Commerce,Cloud,Architect,Architecture",,2.7,,,9792
React.js Developer/Lead - ES6/Javascript (1-10 yrs),Careator Technologies Pvt Ltd,1-10 years,,,,4.7,,,9793
C++ Developer - Multithreading/Socket Programming (3-9 yrs),Quess It Staffing,3-9 years,Careator Technologies,",C++,Multithreading,Socket Programming,Telecom,2G,3G",,4.7,,,9794
Blockchain Developer - Cryptography/Open Source (4-7 yrs),Careator Technologies Pvt Ltd,4-7 years,,",Emerging Technologies,C++,STL,Cryptography,Open Source,Distributed Computing",Software/Testing/Networking,4.7,,,9795
React Native Developer,iSolve Technologies,2-4 years,Chennai,",AWS,Azure,Mobile Apps,JavaScript,React native",,3.1,,,9796
React.js Developer - Javascript/ECMAScript (4-10 yrs),Careator Technologies Pvt Ltd,4-10 years,,",React.js,Javascript,Bootstrap,ES6,ECMAScript,CSS",Software/Testing/Networking,4.7,,,9797
React.js Developer - WebSockets/Javascript (4-9 yrs),Melstar Information Technologies,4-9 years,Melstar Information Technologies,",WebSockets,React.js,Javascript,jQuery,HTML5,CSS3",Software/Testing/Networking,3.1,,,9798
WPF Developer - .Net/C#/Webservices (3-8 yrs),iSolve Technologies,3-8 years,Isolve Technologies,",Bootstrap,Webservices,SDLC,XAML,MVVM,.Net",Software/Testing/Networking,3.1,,,9799
Senior React Native Developer - Android/iOS Platform (3-6 yrs),iSolve Technologies,3-6 years,Isolve Technologies,",Android,iOS,Mobile App Designing,Native Apps,Full Stack,MongoDB",,3.1,,,9800
Python Node Developer,Agreeya Solutions India Private Limited,2-3 years,Gurgaon/Gurugram,",Oracle,Cloud,Javascript,jQuery,HTML,Python,GIT,Version control,RDBMS,Architecture",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9801
SAP ABAP Development,Agreeya Solutions India Private Limited,4-6 years,"Pune, Gurgaon/Gurugram",",Development Manager,SAP ABAP,Workflow,Debugging,WebDynPro,Ale",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9802
AWS Serverless Developer,Agreeya Solutions India Private Limited,3-7 years,Pune,",Monitoring,SDLC,Agile,Backend,HTTP,Scrum",Software/Testing/Networking,2.7,1 vacancy,"Full Time, Permanent",9803
React Native Developer,iSolve Technologies,2-4 years,Chennai,",AWS,Azure,Mobile Apps,JavaScript,React native",Software/Testing/Networking,3.1,,"Full Time, Permanent",9804
React.js Developer - WebSockets/Javascript (4-9 yrs),Melstar Information Technologies,4-9 years,Melstar Information Technologies,",WebSockets,React.js,Javascript,jQuery,HTML5,CSS3",Software/Testing/Networking,3.1,,,9805
React Native Developer - React.js/AngularJS (3-6 yrs),iSolve Technologies,3-6 years,Isolve Technologies,",React Native,SQL,React.js,Node.js,AngularJS,Full Stack",Software/Testing/Networking,3.1,,,9806
Team Lead - .Net Development - MVC/C#/AngularJS (5-12 yrs),iSolve Technologies,5-12 years,Isolve Technologies,",C#,.Net,SQL Server,WebAPI,Webservices,MVC",,3.1,,,9807
Iserveu - Node.js Developer - MEAN Stack (3-6 yrs),Iserveu,3-6 years,IServeU,",MEAN,Express.js,Node.js,NoSQL,SQL,Redis",Software/Testing/Networking,3.4,,,9808
CG Technosoft - Angular Developer - Node.js/HTML5 (2-4 yrs),CG Technosoft Pvt Ltd,2-4 years,IServeU,",Angular 7,Angular 2+,Angular 8,Node.js,HTML5,Javascript",,3.4,,,9809
CG Technosoft - Node.js Developer - MEAN Stack (2-4 yrs),CG Technosoft Pvt Ltd,2-4 years,CG Technosoft,",Node.js,Express.js,MEAN,React.js,MongoDB,HTML5",,4.4,,,9810
Appincubator Inc - Flutter Developer - Java/Dart Programming (2-6 yrs),App Incubator Inc,2-6 years,AppIncubator,",Java,Flutter,Dart,MVVM,RESTful API,Mobile App Designing,OOPS,Design Patterns,SDK,Mobile UI,Firebase",Software/Testing/Networking,4.5,,,9811
Golang Developer - Java/J2EE/Spring Framework (2-5 yrs),Oodles Technologies,2-5 years,OodlesTechnologies,,,2.9,,,9812
Salesforce Sales Cloud Developer - Project Implementation & Integration (2-5 yrs),360Degree Cloud Technologies,2-5 years,,",Salesforce,Salesforce API,Salesforce Architect,SFDC Sales Cloud,SFCC,Salesforce Integration",Software/Testing/Networking,3.1,,,9813
Oodles Technologies - TV App Developer - Javascript/Roku BrightScript (1-4 yrs),Oodles Technologies,1-4 years,OodlesTechnologies,",Android Tv App,Javascript,HTML,CSS,Roku,Roku BrightScript",Software/Testing/Networking,2.9,,,9814
askIITians - Node.js Developer - Docker/Express.js/MongoDB (4-8 yrs),askIITians,4-8 years,OodlesTechnologies,",Node.js,RDBMS,MongoDB,Redis,CI/CD Pipeline,Express.js",,2.9,,,9815
Melstar - Flutter Developer - Mobile App Designing (2-4 yrs),Melstar,2-4 years,Melstar Information Technologies,",Flutter,Mobile,Hybrid Apps,API,OOPS,Mobile App Designing",Software/Testing/Networking,3.1,,,9816
Python/Django Developers,Deligence Technologies Pvt. Ltd.,4-9 years,New Delhi,",Developer,Python,Django",Software/Testing/Networking,4.5,1 vacancy,"Full Time, Permanent",9817
Augmented Reality developers,Melstar Information Technologies Ltd,3-6 years,Gurgaon/Gurugram,",Javascript,Android,Customer service,Pharma,augmented reality,C",Software/Testing/Networking,3.1,1 vacancy,"Full Time, Permanent",9818
IVR Telephony Developer - Avaya/VoIP (4-10 yrs),Careator Technologies Pvt Ltd,4-10 years,,",IVR,IP Telephony,Genesys IVR,Avaya,AWS,VoIP",Software/Testing/Networking,4.7,,,9819
Java/Microservices Developer - Servlets/Struts/Hibernate (4-8 yrs),Careator Technologies Pvt Ltd,4-8 years,Careator Technologies,",Java,Microservices Architecture,JSP,Hibernate,Servlets,Struts",,4.7,,,9820
AWS Developer - PySpark (5-12 yrs),Podium Systems Pvt Ltd,5-12 years,Podium Systems,",Data Analytics,PySpark,AWS",Software/Testing/Networking,5,,,9821
Ruby on Rails Developer - MySQL/JSON (5-12 yrs),Careator,5-12 years,Careator Technologies,",Ruby on Rails,Ruby Programming,REST API,MySQL,JSON",Software/Testing/Networking,4.7,,,9822
Spark/Scala Developer - Java/Apache/Big Data (5-10 yrs),Podium Systems Pvt Ltd,5-10 years,Podium Systems,",Spark,Scala,Java,Apache Server,Big Data",Software/Testing/Networking,5,,,9823
CloudQ - React.js Developer - Javascript/Redux (3-8 yrs),CloudQ IT Services,3-8 years,,",React.js,Redux,Flux,UI,OOAD,Design Patterns",Software/Testing/Networking,4.3,,,9824
Duckcreek Developer - .Net/C#/SQL Server (2-10 yrs),Podium Systems Pvt Ltd,2-10 years,,",.Net,C#,ASP,SQL Server,OOPS",Software/Testing/Networking,5,,,9825
Node.js Developer - GraphQL/TypeScript (5-11 yrs),Podium Systems Pvt Ltd,5-11 years,Podium Systems,",Node.js,Javascript,TypeScript,RESTful API,GraphQL,API Integration",,5,,,9826
Tibco EBX Developer - MDM Platform (4-10 yrs),Careator Technologies Pvt Ltd,4-10 years,,",EBX5,Tibco,MDM,Data Modeling,Spring Boot,Java",Software/Testing/Networking,4.7,,,9827
Alteryx Developer - Data Analysis (4-10 yrs),Careator Technologies Pvt Ltd,4-10 years,,",Alteryx,Predictive Modeling,R,Data Analyst",Software/Testing/Networking,4.7,,,9828
PRASE Developer (2-10 yrs),Podium Systems Pvt Ltd,2-10 years,Podium Systems,",Product Implementation,VBA,Python,Perl",Software/Testing/Networking,5,,,9829
QlikSense Developer (4-9 yrs),Careator,4-9 years,,",QlikSense,Solution Design,SQL,Data Modeling",Software/Testing/Networking,4.7,,,9830
AngularJS Developer - Vue.js/React.js/Javascript (3-10 yrs),Quess It Staffing,3-10 years,Quess IT Staffing Solutions,",AngularJS,Javascript,HTML5,CSS3,React.js,Vue.js,AJAX,Git",Software/Testing/Networking,4.4,,,9831
Pearl Organisation - Laravel Developer - PHP/Javascript (1-2 yrs),Pearl Organisation,1-2 years,Quess IT Staffing Solutions,",PHP,Laravel,Javascript",,4.4,,,9832
React.js Developer - ES6/Redux/Javascript - C2H (3-7 yrs),Quess It Staffing,3-7 years,,",React.js,ES6,Javascript,Redux,RESTful API,Git",Software/Testing/Networking,4.4,,,9833
Talend Developer - Data Quality/Governance - SQL/Big Data (5-7 yrs),Careator Technologies Pvt Ltd,5-7 years,Careator Technologies,",Talend,ETL,Data Quality,Data Governance,Data Profiling,SQL",Software/Testing/Networking,4.7,,,9834
Eagleview - Golang Developer - Microservices Architecture (3-7 yrs),EagleView,3-7 years,EagleView,",Golang,Microservices Architecture,AWS,RDBMS,PostgreSQL",Software/Testing/Networking,4.1,,,9835
Azure Developer - SQL/NoSQL/Databricks (4-7 yrs),Quess It Staffing,4-7 years,,",Azure,NoSQL,Data Modeling,Azure Databricks,SQL Server",Software/Testing/Networking,4.4,,,9836
IBM BPM/BAW Developer - Java/J2EE (6-10 yrs),Quess IT Staffing,6-10 years,Quess IT Staffing Solutions,",BPM,BPM Implementation,IBM BAW,Java,J2EE,XML",,4.4,,,9837
RPA Developer - Automation Anywhere (1-3 yrs),Careator Technologies,1-3 years,Careator Technologies,",RPA,RPA Implementation,RPA Tools,Automation Anywhere",Software/Testing/Networking,4.7,,,9838
Iserveu - Node.js Developer - MEAN Stack (3-6 yrs),Iserveu,3-6 years,IServeU,,,3.4,,,9839
ESG L2 Developer - CompTIA Security/Cyber Security (4-8 yrs),Careator Technologies Pvt Ltd,4-8 years,Careator Technologies,",CompTIA Security,Firewall,Cyber Security,VMware Virtualization,IIS,Server Administration",Software/Testing/Networking,4.7,,,9840
AWS Glue Developer - Snowflake DB/Data Migration (9-19 yrs),Podium Systems Pvt Ltd,9-19 years,Podium Systems,",AWS,Snowflake DB,Data Migration,Data Warehousing,Agile",Software/Testing/Networking,5,,,9841
Talend/Matillion Developer - ETL Technologies (6-10 yrs),Podium Systems Pvt Ltd,6-10 years,Podium Systems,",ETL,Talend,ETL Tools,Data Modeling,Snowflake DB,Data Warehousing",,5,,,9842
Talend/Matillion Developer - ETL Technologies (6-10 yrs),Podium Systems Pvt Ltd,6-10 years,Careator Technologies,",ETL,Talend,ETL Tools,Data Modeling,Snowflake DB,Data Warehousing",Software/Testing/Networking,4.7,,,9843
Informatica/MDM Developer (5-8 yrs),Podium Systems Pvt Ltd,5-8 years,Podium Systems,",Informatica,MDM,Data Warehousing,ETL,Data Management Tools",,5,,,9844
Blockchain Developer - Ethereum/MySQL (2-5 yrs),Podium Systems Pvt Ltd,2-5 years,,",MongoDB,MySQL,Ethereum,CryptoCurrency,WebSockets,Blockchain Implementation",,5,,,9845
T24 Developer - Core Banking Implementation (4-12 yrs),Podium Systems Pvt Ltd,4-12 years,Podium Systems,",T24,Temenos,SDLC,Java",,5,,,9846
Endur Developer - .Net/SQL (5-10 yrs),Podium Systems Pvt Ltd,5-10 years,Podium Systems,",Java,SQL,.Net,Endur",,5,,,9847
AWS Developer - AWS Lambda/CloudFormation (5-12 yrs),Podium Systems Pvt Ltd,5-12 years,Podium Systems,",AWS,RESTful API,AWS Lambda,Amazon RDS,CloudFormation,iAM",,5,,,9848
AWS Developer/Lead (5-12 yrs),Podium Systems Pvt Ltd,5-12 years,Podium Systems,",AWS Infrastructure,Redshift,AWS",,5,,,9849
Qliksense Developer - Big Data/Business Intelligence (5-10 yrs),Podium Systems Pvt Ltd,5-10 years,Podium Systems,",Big Data,QlikSense,Business Intelligence,AWS,Data Modeling,API",,5,,,9850
Guidewire Developer - Java/J2EE (4-10 yrs),Podium Systems Pvt Ltd,4-10 years,Podium Systems,",Guidewire,Spring,Rest Webservices,UML,Java,J2EE,OOAD,Guidewire PolicyCenter,Guidewire BillingCenter,Design Patterns,OOPS",Software/Testing/Networking,5,,,9851
AWS Cloud Developer - Data Migration/Python (7-12 yrs),Podium Systems Pvt Ltd,7-12 years,Podium Systems,",AWS,Cloud,Python,Flask,Spark,Hadoop",,5,,,9852
Vue.js Developer - Frontend Architecture (5-10 yrs),Podium Systems Pvt Ltd,5-10 years,Podium Systems,",HTML5,CSS3,Javascript,TypeScript,Vue.js,ES6",Software/Testing/Networking,5,,,9853
Azure Developer - Infrastructure Design & Architecture (3-5 yrs),Podium Systems Pvt Ltd,3-5 years,Podium Systems,",Azure,Cloud Services,Cloud Infrastructure,Monitoring Tools,ITIL,Cloud Administration",,5,,,9854
BlockChain Developer - Java/C++/Cryptography (1-4 yrs),Podium Systems Pvt Ltd,1-4 years,Podium Systems,",Blockchain,C++,Java,Javascript,Data Structure,Algorithm",,5,,,9855
Angular Developer - HTML/CSS/TypeScript (2-7 yrs),Podium Systems Pvt Ltd,2-7 years,Podium Systems,",AngularJS,UI,HTML,CSS,TypeScript",,5,,,9856
eLearning Developer - LMS (4-6 yrs),Podium Systems Pvt Ltd,4-6 years,Podium Systems,",eLearning,Technical Writer,LMS,Illustrator,API,Storyline",Software/Testing/Networking,5,,,9857
Java OpenSource Developer/Lead (4-10 yrs),Careator Technologies Pvt Ltd,4-10 years,Careator Technologies,",Open Source,Microservices Architecture,Microservices Implementation,Redis,Spring Boot,AWS",Software/Testing/Networking,4.7,,,9858
Ariba Developer - On-Premises (3-5 yrs),Podium Systems Pvt Ltd,3-5 years,Podium Systems,",Ariba,On-Premises,SAP ECC,SAP Integration",,5,,,9859
Java/Microservices Developer - Servlets/Struts/Hibernate (4-8 yrs),Careator Technologies Pvt Ltd,4-8 years,Careator Technologies,",Java,Microservices Architecture,JSP,Hibernate,Servlets,Struts",Software/Testing/Networking,4.7,,,9860
Specialist - Organization Development - Bank (10-16 yrs),Mount Talent,10-16 years,Mount Talent Consulting,",Organization Development,HR Jobs in BFSI,Leadership Development,Talent Management,Performance Management,Talent Development",Software/Testing/Networking,3,,,9861
PRASE Developer (2-10 yrs),Podium Systems Pvt Ltd,2-10 years,Podium Systems,",Product Implementation,VBA,Python,Perl",Software/Testing/Networking,5,,,9862
QlikSense Developer - Jira (8-11 yrs),Podium Systems Pvt Ltd,8-11 years,Podium Systems,",Business Analyst,Agile,Jira,QlikSense",,5,,,9863
Java Spring Boot Developer - Hibernate/Microservices Architecture (5-8 yrs),Mounttalent,5-8 years,,",Spring Boot,Java,Microservices Architecture,Hibernate,J2EE,JDBC",Software/Testing/Networking,3,,,9864
T24 Developer - Temenos UXP (3-10 yrs),Podium Systems Pvt Ltd,3-10 years,Podium Systems,",T24,Temenos UXP,Webservices,JBOSS,Rest Webservices",Software/Testing/Networking,5,,,9865
T24/FCM Module Developer (3-10 yrs),Podium Systems Pvt Ltd,3-10 years,Podium Systems,",T24,Temenos FCM,Temenos,KYC Analyst,Anti-Money Laundry",,5,,,9866
Way4 Developer - Linux Server/Application Server (5-10 yrs),Podium Systems Pvt Ltd,5-10 years,Podium Systems,",Linux Server,Application Server,Shell Scripting,Unix,SQL,Git",,5,,,9867
PHP/Laravel Developer - Redis/Golang (4-7 yrs),Mounttalent,4-7 years,Mount Talent Consulting,",MongoDB,RDBMS,Redis,Golang,Kubernetes,Docker",Software/Testing/Networking,3,,,9868
SAP Native HANA Developer - Implementation & Support (3-15 yrs),Podium Systems Pvt Ltd,3-15 years,Podium Systems,",SAP HANA,SAP Implementation,SAP Support,SAP BODS",,5,,,9869
AWS Glue Developer - Snowflake DB/Data Migration (9-19 yrs),Podium Systems Pvt Ltd,9-19 years,Podium Systems,",AWS,Snowflake DB,Data Migration,Data Warehousing,Agile",Software/Testing/Networking,5,,,9870
Informatica/MDM Developer (5-8 yrs),Podium Systems Pvt Ltd,5-8 years,Podium Systems,",Informatica,MDM,Data Warehousing,ETL,Data Management Tools",Software/Testing/Networking,5,,,9871
Blockchain Developer - Ethereum/MySQL (2-5 yrs),Podium Systems Pvt Ltd,2-5 years,,",MongoDB,MySQL,Ethereum,CryptoCurrency,WebSockets,Blockchain Implementation",Software/Testing/Networking,5,,,9872
T24 Developer - Core Banking Implementation (4-12 yrs),Podium Systems Pvt Ltd,4-12 years,Podium Systems,",T24,Temenos,SDLC,Java",Software/Testing/Networking,5,,,9873
Endur Developer - .Net/SQL (5-10 yrs),Podium Systems Pvt Ltd,5-10 years,Podium Systems,",Java,SQL,.Net,Endur",Software/Testing/Networking,5,,,9874
AWS Developer - AWS Lambda/CloudFormation (5-12 yrs),Podium Systems Pvt Ltd,5-12 years,Podium Systems,",AWS,RESTful API,AWS Lambda,Amazon RDS,CloudFormation,iAM",Software/Testing/Networking,5,,,9875
AWS Developer/Lead (5-12 yrs),Podium Systems Pvt Ltd,5-12 years,Podium Systems,",AWS Infrastructure,Redshift,AWS",Software/Testing/Networking,5,,,9876
Qliksense Developer - Big Data/Business Intelligence (5-10 yrs),Podium Systems Pvt Ltd,5-10 years,Podium Systems,",Big Data,QlikSense,Business Intelligence,AWS,Data Modeling,API",Software/Testing/Networking,5,,,9877
AWS Cloud Developer - Data Migration/Python (7-12 yrs),Podium Systems Pvt Ltd,7-12 years,Podium Systems,",AWS,Cloud,Python,Flask,Spark,Hadoop",Software/Testing/Networking,5,,,9878
Vue.js Developer - Frontend Architecture (5-10 yrs),Podium Systems Pvt Ltd,5-10 years,Podium Systems,",HTML5,CSS3,Javascript,TypeScript,Vue.js,ES6",Software/Testing/Networking,5,,,9879
Azure Developer - Infrastructure Design & Architecture (3-5 yrs),Podium Systems Pvt Ltd,3-5 years,Podium Systems,",Azure,Cloud Services,Cloud Infrastructure,Monitoring Tools,ITIL,Cloud Administration",Software/Testing/Networking,5,,,9880
Calypso Developer - Java/XML/Sybase (3-8 yrs),Podium Systems Pvt Ltd,3-8 years,Podium Systems,",Calypso,Java 8,Multithreading,JMS,API,XML,RDBMS,Sybase,Oracle DB,PL-SQL,Linux",Software/Testing/Networking,5,,,9881
Triple A Developer - OData/SQL/Data Modeling (4-12 yrs),Podium Systems Pvt Ltd,4-12 years,Podium Systems,",Triple A,OData,SQL,Data Modeling,Unix,Shell Scripting",,5,,,9882
SAP BW-IP Developer - Implementation Project (5-8 yrs),Podium Systems Pvt Ltd,5-8 years,Podium Systems,",SAP BI,SAP BW-IP,SAP BO,SAP Implementation,Project Manager - SAP,Netweaver",Software/Testing/Networking,5,,,9883
TLM Developer - SQL/ETL/Autosys (5-10 yrs),Podium Systems Pvt Ltd,5-10 years,Podium Systems,",TLM,SQL,ETL,Autosys,DevOps,Oracle DB",,5,,,9884
VB Developer - .Net/C#/SQL Server (2-6 yrs),Podium Systems Pvt Ltd,2-6 years,Podium Systems,",VB,.Net,C#,SQL Server,Javascript,ASP",,5,,,9885
Triple A Plus Developer - SQL/Sybase/Oracle DB (4-10 yrs),Podium Systems Pvt Ltd,4-10 years,Podium Systems,",Triple A,Sybase,Temenos TAP,Temenos UXP,GUI,Oracle DB",,5,,,9886
RPA Developer/Architect - Automation Anywhere (2-11 yrs),Careator Technologies,2-11 years,Careator Technologies,",RPA,Automation Anywhere,Bot Integration,C#,VBA,VB",Software/Testing/Networking,4.7,,,9887
iAM Developer - Java/Python/AWS (0-1 yrs),Podium Systems Pvt Ltd,0-1 years,,",iAM,Java,Python,Javascript,SQL,OOPS",Software/Testing/Networking,5,,,9888
AMDP Developer - SAP ABAP Module (6-10 yrs),Podium Systems Pvt Ltd,6-10 years,Podium Systems,",SAP BW,AMDPs,OOPS,SQL,SAP ABAP",,5,,,9889
Informatica MDM Developer - ETL/Data Warehousing (5-15 yrs),Podium Systems Pvt Ltd,5-15 years,Podium Systems,",Informatica,MDM,Data Management,Data Modeling,ETL,Data Warehousing",,5,,,9890
